date,userid,tweet,lang,,,
2023-01-30 21:16:31+00:00,0e2ccca4370d1fb1d0e129e85519f340,"馃毃Happening in the House this week馃毃House Republicans are bringing conservative common sense back to Congress with votes to:鉃★笍End the federal vaccine mandate for health care workers鉃★笍Terminate the COVID-19 Public Health Emergency. As Biden says, 鈥渢he pandemic is over.鈥?/2",en,,,
2023-01-30 21:16:20+00:00,4fc2b6ea0559c6b0136058e1e75876a0991f119174a8a9d4d163184c2aa95e68,@CNN Covid-19 doesn't exist. It is actually Flu renamed. So the headline is misleading. If CNN ever told the truth then they would say the obvious which is that the Covid 'vaccines' are the leading cause of death of children in the US.,en,,,
2023-01-30 21:15:57+00:00,8c3f1103b43bdb405eff1285ac56cc53,"@DirkvanLinth @RobvanderGraaf3 @NOS @RTLnieuws @renzeklamer @op1npo @FrontNieuws We developed an algorithm to determine the probability of a death being related to COVID-19 vaccine administration using a framework similar to the one proposed by the World Health OrganizationBest betrouwbaar om een algorithm te hanteren, koekoek",en,,,
2023-01-30 21:14:07+00:00,2b84de621a779ef6405ed50abf3e516d,"Moderna is considering raising the price of the people-funded COVID-19 vaccine to $130, which is 4700% more than it costs to produce!Sign @BernieSanders petition to oppose corporate greed &amp; demand that @Moderna_tx NOT price-gouge the COVID-19 vaccine!猬囷笍 https://t.co/6JEhdYH64Z@",en,,,
2023-01-30 21:13:54+00:00,31e7fb0416f3575ae97dd86c826b59d6,And sign up for your free COVID-19 vaccine and Bivalent booster by visiting https://t.co/QYNXoIxnmL BIG thank you to our partner @catdesmoines for putting this video together.,en,,,
2023-01-30 21:12:11+00:00,9d75069d15bf8e625ff99305ea136732371b6598ab3eb9aed44e917398cbb832,Covid-19 Vaccines and Strokes: Pfizer's Bivalent Risk Data - Bloomberg https://t.co/qcr6HXXq7O,en,,,
2023-01-30 21:11:51+00:00,21a6a03a25ba5e9ee592ff70d2d39658ed57aecffffa2fb0315ac31bccac12d9,"$CVAC  6-K  CureVac   (30 Jan, 4:10pm)馃摪 CureVac Announces Positive Data in Older Adults from COVID-19 and Flu mRNA Vaccine Development Programshttps://t.co/KlX9pvcrvb#CVAC #6K #CureVac #News",en,,,
2023-01-30 21:10:42+00:00,7f879195cc15d1939c36121f17ab28a095b95d6483f1042351b263282a37097e,"False they never prevented TRANSMISSION at all 馃憥馃憥馃憥馃憥Pfizer admits: Covid vaccine was never meant to stop transmission The COVID-19 vaccine was never designed to stop transmission of the virus, and it was never tested to see whether it did, the company admitted this week.",en,,,
2023-01-30 21:10:37+00:00,a848a2304b198fded144487100aaae7bbb0c86be406a399d1774cde38568c637,"Many 'Shazam!' fans were shocked when Zachary Levi said he was in 鈥渉ardcore鈥?agreement that COVID-19 vaccine manufacturer Pfizer 鈥渋s a real danger to the world.鈥?But, this is not his first controversial take... https://t.co/HAVMXPJxhp",en,,,
2023-01-30 21:10:11+00:00,4f8f547a1cb6bdc6ecff495beb40613f,"We are hosting COVID-19 vaccine walk-in clinics for all eligible individuals. Please refer to our vaccine walk-in clinic schedule for dates and times. For more information, visit https://t.co/qBSvRw75u3 https://t.co/JgYOfrPsJ3",en,,,
2023-01-30 21:10:01+00:00,8ef81add0c2510323b726e5333421a92d4cfac5375bb259735d7db161837e797,We told u. Just a #ConspiracyTheories #vaccine #Covid_19 #truth #TruthBeTold,en,,,
2023-01-30 21:09:48+00:00,7b30de8e80d7f25aa005cefde6d3996e71af9fec48ed49ee636068e4a07954fb,"馃毃URGENT 鈥?French Doctors Throwing Their Stethoscopes Away In Protest Of Failing Healthcare System That COVID-19, Vaccine Mandates, And Lockdowns Made WorseSubscribe to 馃敩https://t.co/xX6MCzcni2 https://t.co/vXrIrquXn9",en,,,
2023-01-30 21:07:38+00:00,88b4aeacee65b66d80dee72f94e93429,BRIEF-UK Lawmakers Urge Pfizer Not To Raise The Price Of Its Covid-19 Vaccine - Stat News https://t.co/OzQbHYzu0D [RTRS],en,,,
2023-01-30 21:07:04+00:00,b337d3ffe633f9f81df2a62895ce3592,@cutecanukgirl @Captaincoby00 You heard that from the 'news' you choose.Most listen to science news in their entirety not misleading snippets used to promote incorrect things.The original vaccines efficacy waned over time due to virus mutation. Updated bivalent COVID-19 vaccines have fixed that now.Ergo. https://t.co/jGQOkXUKbY,en,,,
2023-01-30 21:06:32+00:00,fca5215fadfa8fec927353172f48ed60606a09ff9420431fc2f00ee09452c35d,"Personally, I think we need to stop asking was the death caused by the Covid-19 mRNA ""Vaccine"" and start asking if was it a contributing factor YES or NO! If that person hadn't taken the ""Vax"" will they still be alive today?",en,,,
2023-01-30 21:05:45+00:00,6a479d957b8f995e0e225d2e1d45518f,FDA Will Announce Indefinite Annual Rollout of Covid-19 Vaccine: Report - Ross duh Boss https://t.co/nBta90MdVz,en,,,
2023-01-30 21:05:41+00:00,89e9e8659f3f04bfb866070b95d57938b53ec6c2fc374751419229ecee9c423b,FDA comes clean about covid-19 vaccines and formation of clots 鈥?two years too late https://t.co/X6SDfMC4BN,en,,,
2023-01-30 21:05:12+00:00,52441d035de9f429056ca2eebc9576fb,"Getting a COVID-19 vaccination is as simple as 1, 2, 3.Step 1: Register Step 2: Book an appointment when you receive an inviteStep 3: Get the vaccinehttps://t.co/n4ZiXA46nb https://t.co/SBuxRYuxe5",en,,,
2023-01-30 21:05:01+00:00,312e60682f6f92147b720e216ac7f620,"@Barb40179992 @LastStand2019 I saw that also, so this is old news but still good news. In 2021 South Africa asked Johnson &amp; Johnson and Pfizer Inc. to suspend delivery of Covid-19 vaccines as it now has enough stock and suspended AstraZeneca because they are clearly ineffective. Looking for a newer article",en,,,
2023-01-30 21:03:23+00:00,daa1c1695c91454f70fb4817d21ba1aa573c30fcc0fd979f19cff310fbfcd784,@Kaka01532423 @paticezakslo The claim that a study shows COVID-19 vaccines increase the risk of cardiac arrest in young people by 25 per cent is false A co-author of the study says no causal link is demonstrated by the researchThe study has also come under fire from expertFalse聽鈥?The claim is inaccurate.,en,,,
2023-01-30 21:03:04+00:00,508f004b1b15815a36de76cdd85e866ee4a56863b8fe3070e837370257abc204,It's important we learn lessons from covid 19 as  WHO chief Mr Tenos   Adhanom Ghebreyous right says that mean America China as the two biggest economys working together with Europe Britain we must always be greatful to the people who made thecovid 19 vaccines theysave the world,en,,,
2023-01-30 21:02:08+00:00,abd014ad98f0627287cf51380879c521a270b16f4dc4863c08a80a79d04fc888,"鈥淢ore than 1,000 New Brunswickers report adverse reactions to COVID-19 vaccines鈥?https://t.co/Hpyr0w5VZQ #cdnpoli Why hasn鈥檛 @JustinTrudeau and @theJagmeetSingh STOPPED this novel jab? Is it their intention to harm more Cdns? 馃",en,,,
2023-01-30 21:01:54+00:00,817bd7375ba09bfe7b51ac21746de1e0,"@CNBC How much of this could have been avoided if we didn't have leaders and members of the media attacking masks and vaccines?Yes, you can still contract COVID-19 while wearing a mask, but the odds are much lower, especially if you're up to date with your boosters.",en,,,
2023-01-30 21:01:47+00:00,c842a3f252511160d964d2ef188b79cc,"@cantstopmenowww @codycoughlin9 @Captaincoby00 Did you read the article? It says, ""Health Canada reports 鈥渢hough these (400) deaths occurred after being vaccinated with a COVID-19 vaccine, they are not necessarily related to the vaccine.鈥?I'm afraid you have an acute case of tunnel vision my friend.",en,,,
2023-01-30 21:01:07+00:00,4f88b4ec7550ec1ba1c46401f54daa3e,@FrankMikeDavis1 Not if you didn't get ur Covid-19 vaccine shot.,en,,,
2023-01-30 21:00:32+00:00,9312384a9998aa0d75aabff1ef869861,South Africa: Organisations turn to court claiming Covid-19 vaccine is harmful to people; Alleged Newshttps://t.co/9ve6y9JdP7,en,,,
2023-01-30 21:00:21+00:00,ec405513668c91e9b5548f726f125206,"Make sure you are up to date on your COVID-19 vaccines by getting all recommended doses, including a booster when eligible. Visit our Pop-up Vaccination Sites or our fixed locations. It's easy, fast and accessible! Learn all the details here https://t.co/HXoXjxXaYV https://t.co/5uZMptFQQE",en,,,
2023-01-30 21:00:12+00:00,639917639c9149bd77d80013320e287e,UK Army Spied on Covid-19 Lockdown and Vaccine Critics https://t.co/jj03NlERet,en,,,
2023-01-30 21:00:09+00:00,5468fbe619d7cdefa29a178c12f11b63356d992df00db4b891b931fee78ecabf,"#PrinceHarry and #MeghanMarkle鈥檚 #Archewell 鈥渉elped procure 12.66 million COVID-19 vaccines in partnership with Global Citizen, served 50,000 meals in collaboration with World Central Kitchen, and helped 7,468 people leave Afghanistan following a grant to Human First Coalition.鈥?,en
320,2023-01-30 20:59:53+00:00,92f81903db1f69e2180951711bde31c2de73ef3bddfa536e5002d6c185e4d25b,First Lawsuit filed against FDA over COVID-19 vaccine safety https://t.co/D5GzCtU3m4,en
321,2023-01-30 20:59:38+00:00,6324ea1a153da85202da91c9eb77d81b799a22f0818d6c3176613b91b5a636f8,UK Army Spied on Covid-19 Lockdown and Vaccine Critics https://t.co/yPMGSwzi02,en
322,2023-01-30 20:59:34+00:00,adcdfaeddff92d249a536b5d60294a87,South Africa:Medical experts call for investigations into the serious suspicions about the #Covid-19 vaccine #PfizerGate https://t.co/s1v9WUrlVv,en
323,2023-01-30 20:58:32+00:00,e4b52d7056a4d36e43646487a3b99699903388681b2b43b235969cc012a44557,@goddeketal In March of 2020 I watched a video of a lady doctor talking about how she didn't believe we would be able to get a vaccine for covid 19 based on animal trials on mers and Sars and the fact that the virus mutates too fast. All the animals died.,en
324,2023-01-30 20:58:26+00:00,38eaec63e48dc9b142ab1215f599766f029642cf7ae0e6140dd5d10693388520,Shake down babe. FDA advisory committee votes unanimously in favor of a one-shot COVID-19 vaccine approach 鈥?5 questions answered via @ConversationUS https://t.co/Jh2MO4cMER,en
325,2023-01-30 20:57:16+00:00,10c20b51a6f40fe60fc301158be6686a820a80599938968d2e0e1771a32abb25,This week"," @HouseGOP is bringing legislation to the floor to help move our nation past the COVID-19 pandemic:鈫?End the official public health emergency鈫?End the COVID-19 vaccine mandate for certain healthcare workers鈫?Require federal employees to return to work in person""",en,,
2023-01-30 20:56:49+00:00,697810c6dd679a45710e0bab6e9979e3,"@dianasrosewolf The screenshot you shared says 鈥淵ou may still donate blood, platelets or plasma after receiving a COVID-19 vaccine.鈥漢ttps://t.co/UyEGi86c4T",en,,,
2023-01-30 20:56:40+00:00,787eb454084702aec7c037af04ef24c1356d992df00db4b891b931fee78ecabf,"@notchakotay @itsmeniecieq @MurkwaterJohn @nathaliejacoby1 No. I am talking about for other things such as polio, chicken pox, measles, and so on. These vaccines work way better than the COVID-19 vaccine we have.",en,,,
2023-01-30 20:56:07+00:00,2b8300c5e9de0e72c33747563eb10a2b,"WHO reports that some 13.1 billion doses of COVID-19 vaccines have been administered worldwide, with nearly 90% of health workers and more than four in five people over 60 having received the first series of vaccines. https://t.co/0erUhZYI4c",en,,,
2023-01-30 20:54:47+00:00,2f96b7da0256d3769592c5ec13d2d268,"Incidentally - his crime - was expressing ""concern about the decision to offer vaccination to every healthy child in the country, arguing that those advocating for that policy poorly understood either absolute risk, ethics, natural immunity, vaccine confidence or long COVID-19.""",en,,,
2023-01-30 20:54:04+00:00,cfe01821553fab55ba3aaf8d945a5fbd868ecfc50631b4c6d07c40b6a1acd69a,@DrAseemMalhotra By not taking the mRNA he may even have been helping reduce pandemic cases:'This is not the only study to find a possible association with more prior vaccine doses and higher risk of COVID-19.' https://t.co/rXo1581bKf,en,,,
2023-01-30 20:52:36+00:00,760b4076e48eac28803ca9798029440a9d637a262a953a146f1d115ff8d0d2ec,@CNN Fake News...is a vaccine against Covid...not the Covid 19.,en,,,
2023-01-30 20:52:11+00:00,cfe01821553fab55ba3aaf8d945a5fbd868ecfc50631b4c6d07c40b6a1acd69a,@MurderTobacco @oliverbrown_tel What wrongdoing?The vaccinated have higher case rates than the unvaxxed. They are prolonging the pandemic. 'This is not the only study to find a possible association with more prior vaccine doses and higher risk of COVID-19.' https://t.co/rXo1581bKf,en,,,
2023-01-30 20:51:41+00:00,3d9850bcdbd810b0372adfd615ef45e8efba49bbaa167c403b729780bb04eb05,Antigovernment or believe COVID-19 vaccine conspiracy theories.,en,,,
2023-01-30 20:51:29+00:00,c03f0559e278901a00ee888efbafc7d3,"@HoIomatrix @pangolothian @Project_Veritas The Republican base is indeed shrinking. 鈥淎fter COVID-19 vaccines were available, Republicans had higher excess death rates than Democrats, with differences 鈥渃oncentrated in counties with lower vaccination rates.鈥漢ttps://t.co/8fipCg3AFF",en,,,
2023-01-30 20:48:20+00:00,1fc61dcd7531baed293821bbe1b83fb6,"@goddeketal For me it was a lot of factors, the past history of the sars vaccine, the real change of dying from SARS II aka Covid 19 the scam that was done by the government and media made me question more and then the fact that it was not tested and pushed out way too fast to be trusted!",en,,,
2023-01-30 20:47:09+00:00,4abefde0a32e69bd7fbf5d79f0c387dcba6ea68d52a0ab8c01a8bb89d6ccc95a,"馃毃The truth about the covid-19 vaccines.馃毃17,000 doctors around the world concur. These doctors were censored during the pandemic by big tech.To do science, you have to test it/question it.#CrimesAgainstHumanity https://t.co/dElHMpZDak",en,,,
2023-01-30 20:46:14+00:00,46fd534dd14635f59933413b66e7298d9aba482d39f0c07da1d753218a30c24d,"@sailorrooscout Eeee! I said this before, but I'll say it again!TY for contributing to the COVID-19 vaccine! 馃拤TY for being a scientist! 馃槏馃鈥嶐煍琓Y for wanting to be a part of the furry fandom!馃惥WE LOVE HAVING YOU HERE, CHISE! 馃グ",en,,,
2023-01-30 20:46:14+00:00,49f85cf87f3051cad2c17228ff7489467b3447bb67a2f66ab7a28f524ccbe891,"If you lived through Covid-19, you need to read this thread.  #covid #covid19 #ukraine #pandemic #vaccine #vaxx #biden #obama #trump #zelensky #truth",en,,,
2023-01-30 20:45:42+00:00,a103d92b8b7ba595397ca774063f6917a78d6d900129fb41c0a71326aead0ef2,@RobertGKepes @Roman_Baber So just going off the calculation.they reported roughly 400 deaths from Covid-19 Vaccines.But the statistics would actually put it at roughly 6500.They continue to lie.You also forget doctors are losing their licenses for reporting adverse effects.,en,,,
2023-01-30 20:41:30+00:00,901634d329a94194d3bc6838e9392e15,Happy Lunar New Year! Start off the year in good health:- Stay up to date on vaccines- Stay home if sick- Consider COVID-19 testing before an indoor event- Know COVID-19 community level and the recommended prevention strategieshttps://t.co/euI6oV4iIG https://t.co/CAechDixdH,en,,,
2023-01-30 20:39:45+00:00,68e901a2e6d04bb5fb44b1fe1ea743e1,COVID-19 Vaccine Equity and Access: Case Study for Health Care Chatbots https://t.co/T6wpgGr0gP,en,,,
2023-01-30 20:39:32+00:00,518914e472001e76aeb7d28c95ee8d1fd36ea370d61b91913fe3b04d379b57b4,COVID-19 vaccine mandate for California schools face uncertainty. This article should be bigger news in California instead of buried in some letter exchange with an obscure rural schools district in the desert. https://t.co/U4OxzmKScB,en,,,
2023-01-30 20:39:12+00:00,ea6dda017599ab0eb089bb0a0334a2b0,"Register now! @ZVMedSociety annual mtg Jan 31 featuring @BarneyGrahamMD, Time Magazine 2021 Hero of the Year, 鈥淩apid COVID-19 Vaccine Development and the Future of Pandemic Preparedness鈥?https://t.co/BbnniQD7u4 #vaccines  #CovidVaccines @mnmed @MNFamilyDocs @MNAADocs @MNPsychSoc",en,,,
2023-01-30 20:39:00+00:00,e9f00a42ea6086f4165375891cb27678f6bdd3bba9746466c30f31257ce2a1af,"@DerekFacey @LozzaFox What's the full picture? Excess deaths have been up across first world countries since rollout the covid-19 vaccine, which has also been shown to cause inflammation of tissue surrounding the heart. Dr. John Campbell is a good place to start.",en,,,
2023-01-30 20:38:26+00:00,99ab6630bbe30bb33efa7bdccd5b92f2bc4b62c4e39ebeefd4a6c14fc8a4dfed,I am an Andy Murray ardent fan for a lot of years but I admire alot Novak Djokovic's character especially that braveness of refusing the COVID-19 vaccine.馃槢 @DhakabaKigongo  @sport_knights#NtvSportKnights,en,,,
2023-01-30 20:38:24+00:00,8e3ac6c4e8aa897f4746a5183f42f84410b3fc0694316b45f41ab625a5696b20,REMOVE THE REPUBLICANS AS NEEDED. COVID 19. VACCINES,en,,,
2023-01-30 20:38:09+00:00,811e264c25054b85ac625b205e4172a5,馃摎 Give A Smart Gift The COVID-19 VACCINES &amp; Beyond ...: What the Medical Industrial Complex is NOT Telling Us https://t.co/JQuYg64QyN Ad #businessbooks #science #books,en,,,
2023-01-30 20:38:01+00:00,12f9fb1447e15abaf5c8383dd5abc11a,"@chillywillers Maybe they mean Human-made disasters, like COVID-19 and its subsequent vaccines...",en,,,
2023-01-30 20:36:57+00:00,ff8434ef804f50d9129cbb24349328bfb88f1933c24078871a80420844cd4a86,@TaraBull808 I didn鈥檛 trust any vaccines of Covid-19,en,,,
2023-01-30 20:35:17+00:00,754059a53817933eb0bbbdd23dca9e9b,"New Study Found A 9-Times Increased Rate Of Myocarditis In Males After mRNA Booster | 3 Or More COVID-19 Vaccine Doses Associated With A 6-Fold Increased Risk Of Infection Said Cleveland Clinic | ETC, by @healthbyjames https://t.co/EoaHjkmQQV",en,,,
2023-01-30 20:34:55+00:00,370052bd1d509dc7da6b386eac8646137c6e617b54ee977bd1312d2fed07ace8,THIS: Bayer President admits 鈥渨e marketed Covid 19 cell and gene therapies as vaccines to gain public trust鈥?#BigPharma  #pfizerlied,en,,,
2023-01-30 20:34:07+00:00,853936ee83f7f79d410feb1be9d0f73d3f3cce2c2ebe502366b95f9e241040cb,"@AilbheConneely @JohnBoweActor @BillyRalph @nurseforethics @dr_morrissey @indepdubnrth @SaraHaboubi1 @RTE2fm @RTE_PrimeTime @rte @RTERadio1 @RTEOne @RTENewsPaulC @RTENewsAtOne @RylandMedia @GBNEWS @SenRonJohnson @NewstalkFM @PatKennyNT @rtenews @MedCouncilIRL @HSELive @TraceyOMahony81 @_ichr US Senate Hearing COVID-19: A Second Opinion. January 24 2022. Senator Ron Johnson presiding with highly qualified Doctors, speking on Vaccines, early treatment &amp; more. Full Hearing found at link. https://t.co/FWwpTWOZBf https://t.co/hkf3pRdqmq Mentions hydroxychloroquine. https://t.co/qUXcDBz7QK",en,,,
2023-01-30 20:32:32+00:00,febb74f87790f9a9e4692ee62c557abee46d4df2d9718be23472911c3cb2f77b,This thread is an indictment on the big pharma for their covid-19 vaccines. I鈥檝e had a heart condition since having a severe allergic reaction with the first Moderna shot. Keep these away from people!,en,,,
2023-01-30 20:32:05+00:00,2d832b57fe9fb796aa49d7f6b8b445378675e634b941a14d348b415201478c63,Olivia Teseniar was part of Murderna's Covid-19 vaccine clinical trial. She suffered two years of serious adverse side-effects. She developed lymphoma and leukemia. Murderna never submitted her report to the FDA. Here's a meeting with the investigator. https://t.co/xof9C6tVoN,en,,,
2023-01-30 20:31:54+00:00,04ca6ffc12fc5b2ed62f6ad45b256ab3,"@Lark_Goes_Dark @ucantstop_me @Squeaky_Wheeler Alas, I鈥檝e only had rapid test confirmation. I do have a govt test recorded Covid-19 antibody spike response from before the vaccines though 馃 1st time was entirely asymptomatic &amp; I never tested positive but Covid unit tested for antibodies &amp; that鈥檚 how they knew I had it too.",en,,,
2023-01-30 20:30:58+00:00,ab1c61291332a291176c49d3079001c315b4ab0a24a81dca04a9eee0b632f47e,"@TweetBlakemore @biggestnate @fleurmeston https://t.co/J1Xn6bd6ES #CovidVaccines Singapore pays vaccine injured. A total of $1.895,000 has been paid out to COVID-19 vaccine-injured applicants in Singapore, reports Asia News Network",en,,,
2023-01-30 20:30:32+00:00,23291bf6ad8446e86845e97949ec6e4f,"County sees another COVID-19 death, two more flu deaths - Leader Publications-- News | The Perfect Enemy: https://t.co/Ojq765LZ8V.#Coverage #Vaccines https://t.co/iOLsHQvLuH",en,,,
2023-01-30 20:30:17+00:00,1d883298f4dec020b19e888d1d8ff1c2,"As of January 28, the City of Boston鈥檚 COVID-19 community positivity rate is 9.3%.For COVID-19 testing locations, visit https://t.co/J4OakgojUM. For vaccine and booster clinic information, visit https://t.co/cbx8MspDAn. https://t.co/eUqiaKTcJ9",en,,,
2023-01-30 20:30:12+00:00,6a5bd48c1fbf8717184d92600a4269d3,#Pfizer Research Director Implicitly Acknowledged Its COVID-19 Vaccines 鈥楢ren鈥檛 Working鈥? - Dr. Malone (@RWMaloneMD) shares his assessment of the undercover #ProjectVeritas video.https://t.co/K18Xx6jqpz,en,,,
2023-01-30 20:30:07+00:00,0cdbbee8883d1d70dbce50335852e5ad,"County sees another COVID-19 death, two more flu deaths - Leader Publications-- News | The Perfect Enemy: https://t.co/IXCfndT2Zl.#Coverage #Vaccines https://t.co/2tzZKE6yA4",en,,,
2023-01-30 20:28:59+00:00,8fdf2d0d7e3d6cc7788049e4917dca3c,Who Will be Spared from COVID-19 Vaccine Injury?  https://t.co/xCibNrEkfG,en,,,
2023-01-30 20:28:51+00:00,13909894d16edeb22a7afbf9fc6ea57015fdb9fc85fcf1ddf5c44fba8762699a,Researchers Warn Some Covid-19 Vaccines Could Increase Risk Of HIV Infection (Forbes) https://t.co/pqQ8lgYPbH,en,,,
2023-01-30 20:28:30+00:00,24858290998fba42efe0d53af077122c,"COVID-19 continues to circulate. Be sure to get your boosters when they鈥檙e available and utilize all layers of protection available- masking in public spaces, staying home when sick, frequent hand washing and vaccines: https://t.co/SQ9VHtdMag https://t.co/3f0NoynYBz",en,,,
2023-01-30 20:27:59+00:00,6e845325fa42f6959cb9f0a95968defb277f581c54df9aae6435db282b72ef2f,Pfizer COVID-19 vaccine available for high-risk infants.馃憠 More on this story: https://t.co/sYtaouPuv6 https://t.co/nUHHnGtXO8,en,,,
2023-01-30 20:27:49+00:00,41d2c6e41b2ee893b300330bac9256d2195a785ef4efaa21721a2be3ba43c7d4,"More Republicans than Democrats died after COVID-19 vaccines were available - Democrats new the vaccine ware poison, they dint care if children will die 鈥? https://t.co/gxoNWlRf1j",en,,,
2023-01-30 20:27:23+00:00,a9858b918169165b52fa024146c9b423bfaa018811e7f477aa395fe545435513,"馃毃URGENT 鈥?French Doctors Throwing Their Stethoscopes Away In Protest Of Failing Healthcare System That COVID-19, Vaccine Mandates, And Lockdowns Made Worse https://t.co/tIxb0iqfYH",en,,,
2023-01-30 20:26:32+00:00,eb2395ee47c4046f32846610a29e63805682cc66af3b92c1490106227a449beb,@thatdayin1992 Julian Assange and Snowden were and still right. Thank god because I never trusted any Mediation come from US Pharmaceutical companies especially those from COVID 19 vaccines.Thank God that I never rely on Information provided by them because I know how unreliable they are .....,en,,,
2023-01-30 20:26:14+00:00,150e3dce559af0fa7a2fce7d43d23e41f6bdd3bba9746466c30f31257ce2a1af,"@RpsAgainstTrump @RepMTG @GOPoversight I wonder if she sold her stock recently?   According to August 2021 financial disclosures, in 2020 Greene owned stocks in three COVID-19 vaccine manufacturers, with at least $15,000 of stock in both Pfizer and Johnson &amp; Johnson, and at least $1,000 of stock in AstraZeneca.",en,,,
2023-01-30 20:25:47+00:00,150e3dce559af0fa7a2fce7d43d23e41f6bdd3bba9746466c30f31257ce2a1af,"@patbrody3 @RepMTG @GOPoversight According to August 2021 financial disclosures, in 2020 Greene owned stocks in three COVID-19 vaccine manufacturers, with at least $15,000 of stock in both Pfizer and Johnson &amp; Johnson, and at least $1,000 of stock in AstraZeneca.  I wonder if she sold her stock recently?",en,,,
2023-01-30 20:25:24+00:00,0f6e9a87d19d76ee0b74ddb042e4ee5b,"CDC/Vaccinators Are Lying About The Safety of COVID-19 Injections Alongside Other Vaccines , by @TLAVagabond https://t.co/YmGJvpmd5F",en,,,
2023-01-30 20:25:08+00:00,150e3dce559af0fa7a2fce7d43d23e41f6bdd3bba9746466c30f31257ce2a1af,"@RepMTG @GOPoversight According to August 2021 financial disclosures, in 2020 Greene owned stocks in three COVID-19 vaccine manufacturers, with at least $15,000 of stock in both Pfizer and Johnson &amp; Johnson, and at least $1,000 of stock in AstraZeneca.  I wonder if she sold her stock recently?",en,,,
2023-01-30 20:23:27+00:00,392572eafa0f010fd44ef2cefe6b9aed,Join us on Monday February 6th at the Englewood Public Library for a COVID-19 vaccine and bivalent booster clinic! https://t.co/PpB0PL4Aaf,en,,,
2023-01-30 20:23:15+00:00,7678fd7c6f400bf9094f315e703e44f138f7970153b255abd09a77e0d0edc4d6,"4 September 202: The Government of Ghana, received 1,229,620 doses of the Moderna Covid-19 vaccines from the United States of America through COVAX. The Deputy Minister for Health, Hon. Mahama Asei Seini, received the vaccines on behalf of the government. #ManagingCOVIDInGhana",en,,,
2023-01-30 20:23:07+00:00,06a838222b003e7a63380df3ece72f90,"The nonprofit Children鈥檚 Health Defense ""JUST ANNOUNCED"" a lawsuit against the US FDA for withholding the results of key COVID-19 vaccine safety analyses.FDA also ignored 1000s of deaths &amp; 10s of 1000s of reported hospitalizations linked to the experimental COVID vaccines.",en,,,
2023-01-30 20:22:45+00:00,f9cee7a3d3376f07e9c07346ce937ad9418730e4496d801a0719a789095114ad,U.K. lawmakers urge Pfizer not to raise the price of its Covid-19 vaccine #MedPub #MedTwitter #MedEd #MedNewshttps://t.co/8atCGW6aus,en,,,
2023-01-30 20:22:35+00:00,ea1d798bcd0bed002a7e9cd52d97e0ec4a10f634cb188351c6e5a7c048a8f49f,U.K. lawmakers urge Pfizer not to raise the price of its Covid-19 vaccine #MedPub #EpidTwitter #MedEd #Epidemiologyhttps://t.co/PLIy4EfCdZ,en,,,
2023-01-30 20:22:24+00:00,b3a41e8a6ac523ccb34f41ff83e2c24c8b29de593104fd92559fbde33165e94f,U.K. lawmakers urge Pfizer not to raise the price of its Covid-19 vaccine #MedPub #PharmaTwitter #MedEd #Pharmaceuticalshttps://t.co/jOac5gb6BN,en,,,
2023-01-30 20:21:47+00:00,15165bb78adf78ecaaff57196ee22cd1,STAT+: U.K. lawmakers urge Pfizer not to raise the price of its Covid-19 vaccine https://t.co/hqJJw6HbZs,en,,,
2023-01-30 20:21:02+00:00,4bfb0f7b03f27e68dc77a29d7beb3f77ff3c8bdbe1fb51cde2aa49c078e59f85,"Online now: COVID-19 vaccines versus pediatric hospitalization. @JaimeSRosaDuque, @dan_leung_, @ka_man_yip, @HKUPaed https://t.co/IFpErIkEL3",en,,,
2023-01-30 20:20:37+00:00,5ab14599c9d9120cdbef204e9a3c36ca,U.K. lawmakers urge Pfizer not to raise the price of its Covid-19 vaccine.. https://t.co/rvvAuhOnm0 #pharma #COVID19 #vaccines #Pfizer $PFE,en,,,
2023-01-30 20:20:04+00:00,e15602c81eb77d8e3d360ad03f86ef3115fdb9fc85fcf1ddf5c44fba8762699a,@healthbyjames Were COVID-19 vaccines ever needed?Fixed it for you.,en,,,
2023-01-30 20:18:52+00:00,11b428715d292f2ac4b2fa035f1453a4d870ed4ed564743c38d3cdc701ec736b,Many children have been sick with upper respiratory illnesses this season. Take control now. Vaccinate your children against flu &amp; COVID-19 to prevent serious illness &amp; hospitalization. Both vaccines are available for children 6 months and up. https://t.co/Qrfhwq5U79 https://t.co/JSdHukJRRN,en,,,
2023-01-30 20:14:48+00:00,e8a0bf504933d48153254a69d12f05ee,"COVID-19 deaths displace INFLUENZA AND PNEUMONIA, becoming the TOP CAUSE OF DEATH caused by any infectious or respiratory disease. It caused 鈥淪UBSTANTIALLY鈥?MORE DEATHS than any vaccine-preventable disease historically, the researchers wrote.",en,,,
2023-01-30 20:14:29+00:00,7b3792aea5e46402da8dbd467f6f30753bb819105eb3e0efadda40f12429ebc8,"@healthbyjames I know someone who broke an arm, after taking COVID-19 vaccine.",en,,,
2023-01-30 20:14:18+00:00,925c8953e7d09a3e691ce80b928cb8ec4283da20aae03a77e207dcf6e4a90ad0,@DC_Draino Stop the endorsements for any of RINOs; don鈥檛 brag about the COVID-19 vaccine.,en,,,
2023-01-30 20:14:04+00:00,b0c7f5dc7ad0bd2a3c10758d32549a9c,Vaccine injured Mom is Slandered and bullied after she posts her adverse reaction to covid-19 vaccine What other drug side effects gets this kid of response ? #Brainwashed #massspsycosis https://t.co/OGQ05cOQ5r,en,,,
